genero,title,specs,price,id,developer,anio
Racing,Ride 2 Free Bikes Pack 5,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",Free,578240,Milestone S.r.l.,2017
Action,Furi - One More Fight,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Leaderboards']",3.99,567810,The Game Bakers,2017
Strategy,Fantasy Grounds - Daring Tales of Chivalry #01: A Knights Tale (Savage Worlds),"['Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Downloadable Content']",4.99,604180,"SmiteWorks USA, LLC",2017
Strategy,Fantasy Grounds - Daring Tales of Adventure 05: Sky Pirates of the Caribbean (Savage Worlds),"['Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Downloadable Content']",6.99,604650,"SmiteWorks USA, LLC",2017
Strategy,Fantasy Grounds - Daring Tales of Adventure 04: The Talons of LoPeng (Savage Worlds),"['Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Downloadable Content']",6.99,605480,"SmiteWorks USA, LLC",2017
Strategy,Fantasy Grounds - Secret of Marseille (Call of Cthulhu),"['Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Downloadable Content']",5.99,607450,"SmiteWorks USA, LLC",2017
Action,100ft Robot Golf,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",19.99,368000,No Goblin,2017
Simulation,Surfasaurus,"['Single-player', 'Steam Trading Cards']",0.99,584860,Red Triangle Games,2016
Action,CHAOS CODE -NEW SIGN OF CATASTROPHE-,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",19.99,536560,"FK Digital,Arc System Works",2017
Adventure,Tricky Trail RC,"['Single-player', 'Partial Controller Support']",4.99,550870,Mika Spin Games,2016
Adventure,Night in the Woods - Soundtrack Vol. I,"['Single-player', 'Downloadable Content', 'Full controller support']",6.99,610220,Infinite Fall,2017
Adventure,Night in the Woods - Soundtrack Vol. II,"['Single-player', 'Downloadable Content', 'Full controller support']",6.99,610221,Infinite Fall,2017
Adventure,Night in the Woods - Soundtrack Vol. III,"['Single-player', 'Downloadable Content', 'Full controller support']",4.99,610222,Infinite Fall,2017
Simulation,Train Sim World®: CSX Heavy Haul,"['Single-player', 'Steam Achievements', 'Full controller support']",39.99,530070,Dovetail Games,2017
Action,Alien Insanity,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Workshop', 'Includes level editor']",2.99,598350,Paul Bird,2017
Adventure,Ascender,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']",8.99,598230,GameChanger Studio,2017
Adventure,Lifeline,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Turn Notifications']",3.99,585290,3 Minute Games,2017
Adventure,Detective Noir,"['Single-player', 'Steam Trading Cards']",4.99,586480,Paper Pirates,2017
Simulation,Pixel Puzzles Ultimate - Puzzle Pack: Medieval,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",4.99,591495,DL Softworks,2017
Strategy,WARTILE,"['Single-player', 'Steam Achievements']",19.99,404200,Playwood Project,2017
Simulation,Pixel Puzzles Ultimate - Puzzle Pack: Coral Reef,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",7.99,591494,DL Softworks,2017
Action,On A Roll 2D,"['Single-player', 'Downloadable Content', 'Full controller support', 'Steam Cloud', 'Stats']",0.99,487570,Battenberg Software,2017
Adventure,You... and who else?,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",6.99,459640,Aldorlea Games,2017
Adventure,Lemuria: Lost in Space - soundtrack DLC,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Cloud']",1.99,607340,EJRGames,2017
Action,City Siege: Faction Island,"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",2.99,578590,Ish Games,2017
Adventure,Wanderland: Starter Pack,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases', 'Steam Cloud']",1.99,607840,Artogon,2017
Action,"SnarfQuest Tales, Episode 1: The Beginning","['Single-player', 'Captions available']",4.99,470020,Cellbloc Studios,2017
Adventure,Hotel Anatolia,"['Single-player', 'Steam Trading Cards']",0.99,601010,Elven Workshop,2017
Simulation,Crisis in the Kremlin,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']",4.99,599750,Kremlingames,2017
Simulation,Fly Away,['Single-player'],4.99,583000,Faceless Studios,2017
Action,Pixel Puzzles Ultimate - Puzzle Pack: Trains,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",3.99,591496,DL Softworks,2017
Simulation,New York Kennedy [KJFK] airport for Tower!3D Pro,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Online Co-op', 'Local Co-op', 'Downloadable Content']",19.99,607830,FeelThere,2017
Action,SKIPCHASER,"['Single-player', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",4.99,508410,Ponywolf,2017
Adventure,Dark Canvas: A Brush With Death Collector's Edition,['Single-player'],9.99,549220,Vast Studios,2017
Action,Toukiden 2,"['Single-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",59.99,551730,"KOEI TECMO GAMES CO., LTD.",2017
Action,Splody,"['Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Co-op', 'Online Co-op', 'Local Co-op', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Full controller support', 'Includes level editor']",6.99,467810,Dashing Strike,2017
Simulation,Craft The World - Dig with Friends,"['Single-player', 'Multi-player', 'Co-op', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",5.99,609800,Dekovir Entertainment,2017
Action,Toukiden 2 - Mitama: Sarutobi Sasuke,"['Single-player', 'Co-op', 'Online Co-op', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",Free to Play,569683,"KOEI TECMO GAMES CO., LTD.",2017
Action,Toukiden 2 - Mitama: Sanada Nobuyuki,"['Single-player', 'Co-op', 'Online Co-op', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",Free to Play,569682,"KOEI TECMO GAMES CO., LTD.",2017
Action,Watch_Dogs® 2 - Human Conditions,"['Single-player', 'Co-op', 'Downloadable Content', 'Partial Controller Support']",14.99,525030,Ubisoft,2017
Action,Toukiden 2 - Armor: Tenko Outfit,"['Single-player', 'Co-op', 'Online Co-op', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",Free to Play,569680,"KOEI TECMO GAMES CO., LTD.",2017
Adventure,Stories Untold Official Soundtrack,"['Single-player', 'Downloadable Content', 'Steam Achievements']",1.99,611740,No Code,2017
Strategy,Battle for Orion 2,"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Includes level editor']",14.99,564470,Infinite Loop Games,2017
Action,Red Death,"['Single-player', 'Steam Achievements', 'Full controller support']",0.99,591560,"xXarabongXx,WrathSchneider",2017
Action,Monster Slayers,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",8.99,496620,Nerdook Productions,2017
Action,LifeBase,['Single-player'],12.99,590600,Patryk Szuberla,2017
Action,Drift Horizon Online,"['Single-player', 'Multi-player', 'Online Multi-Player']",4.99,491280,JDM4iK Games,2017
Action,Beats Fever - Big Apple,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Stats', 'Steam Leaderboards']",Free To Play,582100,Arrowiz,2017
Strategy,Fantasy Grounds - D&amp;D Tales from the Yawning Portal,"['Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Downloadable Content']",29.99,605540,"SmiteWorks USA, LLC",2017
Action,88 Heroes,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",14.99,487040,Bitmap Bureau,2017
Strategy,Steam: Rails to Riches,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Shared/Split Screen', 'Cross-Platform Multiplayer']",9.99,595930,"Acram Digital,Mobo Studio",2017
Action,Infinite Tanks,"['Single-player', 'Online Multi-Player', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support']",4.99,543180,Atypical Games,2017
Simulation,Zaccaria Pinball - Achievement Table Pack,"['Single-player', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",3.99,613520,Magic Pixel Kft.,2017
Strategy,Steam: Rails to Riches - Northern England Map,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Downloadable Content']",4.99,596822,"Acram Digital,Mobo Studio",2017
Simulation,FourChords Guitar Karaoke - Classic Rock Mix 1,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']",4.99,582070,Musopia,2017
Strategy,Steam: Rails to Riches - USA-Canada Map,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Downloadable Content']",4.99,596821,"Acram Digital,Mobo Studio",2017
Strategy,Steam: Rails to Riches - Carcassonne Map,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Downloadable Content']",4.99,596820,"Acram Digital,Mobo Studio",2017
Strategy,Steam: Rails to Riches - Belgium &amp; Luxembourg Map,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Downloadable Content']",4.99,596823,"Acram Digital,Mobo Studio",2017
Action,Easy Magic,"['Single-player', 'Shared/Split Screen', 'Partial Controller Support']",1.99,599800,Dream Real,2017
Strategy,Therian Saga,"['Multi-player', 'Online Multi-Player', 'MMO', 'In-App Purchases']",Free To Play,542480,Virtys,2017
Adventure,Quern - Undying Thoughts (Original Soundtrack),"['Single-player', 'Downloadable Content']",9.99,556500,"Zadbox Entertainment,Marcell Kerepesi",2017
Adventure,Twilight Phenomena: The Lodgers of House 13 Collector's Edition,['Single-player'],9.99,609340,ERS G Studios,2017
Strategy,Microgons,"['Multi-player', 'Online Multi-Player', 'Steam Achievements', 'Steam Trading Cards', 'Stats']",Free To Play,529870,DOG HOGGLER,2017
Racing,Mantis Burn Racing® - Elite Class,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",2.99,584191,VooFoo Studios,2017
Action,Sumoman,"['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",16.99,552970,Tequilabyte Studio,2017
Strategy,Civilization VI - Persia and Macedon Civilization &amp; Scenario Pack,"['Single-player', 'Multi-player', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud']",8.99,512035,Firaxis,2017
Racing,Mantis Burn Racing® - Snowbound Pack,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",Free,584190,VooFoo Studios,2017
Action,HackyZack,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Stats']",9.99,508530,Spaceboy Games,2017
Strategy,Fantasy Grounds - TIMEZERO: The Mirrors of Carthage (Savage Worlds),"['Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Downloadable Content']",7.99,614750,"SmiteWorks USA, LLC",2017
Strategy,Fantasy Grounds - TIMEZERO: Tomorrow BOMB (Savage Worlds),"['Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Downloadable Content']",9.99,614760,"SmiteWorks USA, LLC",2017
Strategy,Fantasy Grounds - NPCs: The Poor (Token Pack),"['Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Downloadable Content']",4.99,615170,"SmiteWorks USA, LLC",2017
Strategy,Fantasy Grounds - NPCs: Middle Class (Token Pack),"['Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Downloadable Content']",4.99,615190,"SmiteWorks USA, LLC",2017
Strategy,Fantasy Grounds - Hut of Half-Blood Hag (Map Pack),"['Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Downloadable Content']",7.99,604210,"SmiteWorks USA, LLC",2017
Strategy,Fantasy Grounds - Mini-Dungeon #017: Shadows of Madness (PFRPG),"['Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Downloadable Content']",2.99,577620,"SmiteWorks USA, LLC",2017
Strategy,Fantasy Grounds - NPCs: Nobles (Token Pack),"['Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Downloadable Content']",4.99,615710,"SmiteWorks USA, LLC",2017
Strategy,Fantasy Grounds - Darkwoulfe's Volume 30 - Giants of Ice and Stone (Token Pack),"['Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Downloadable Content']",4.99,614820,"SmiteWorks USA, LLC",2017
Action,Ballistic Overkill,"['Multi-player', 'Online Multi-Player', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Valve Anti-Cheat enabled']",11.99,296300,Aquiris Game Studio,2017
Action,Street Fighter V CFN Beta,"['Multi-player', 'Full controller support']",Free to Play,593880,Capcom,2017
Action,HAUNTED: Halloween '86 (The Curse Of Possum Hollow),"['Single-player', 'Partial Controller Support']",9.99,607490,Retrotainment Games,2017
Simulation,San Diego International [KSAN] airport for Tower!3D Pro,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Online Co-op', 'Downloadable Content']",17.99,615420,FeelThere,2017
Action,Rivais Em Batalha,"['Online Multi-Player', 'Steam Achievements', 'Steam Cloud']",5.99,493820,Art Games,2017
Simulation,TANE DLC: Andrushivka - Vinnitsa UZ,"['Single-player', 'Multi-player', 'Co-op', 'Downloadable Content']",29.99,599400,N3V Games,2017
Action,NIGHTSTAR: Rogue Wings,"['Single-player', 'Partial Controller Support']",9.99,595360,SOLIDMESH,2017
Simulation,On The Road,['Single-player'],17.99,285380,toxtronyx interactive GmbH,2017
Action,Swarm Universe,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Steam Leaderboards', 'Includes level editor']",7.99,407110,Dedication Games,2017
Action,Perfect Plan,['Single-player'],3.99,605160,Digital Upthrust,2017
Adventure,Thimbleweed Park™,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Cloud']",19.99,569860,Terrible Toybox,2017
Action,SCALPERS: Turtle &amp; the Moonshine Gang,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Co-op', 'Online Co-op', 'Local Co-op', 'Shared/Split Screen', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",9.99,577280,A Sweet Studio,2017
Action,Light It ~ てらし鬼 ~,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Steam Leaderboards']",9.99,591640,Questro,2017
Action,Mighty Party,"['Single-player', 'Multi-player', 'MMO', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases']",Free,575720,Panoramik Inc,2017
Simulation,X-Plane 11,"['Single-player', 'Local Multi-Player']",59.99,269950,Laminar Research,2017
Simulation,X-Plane 11 - Global Scenery: Asia,"['Single-player', 'Online Multi-Player', 'Local Multi-Player', 'Downloadable Content']",Free,582571,Laminar Research,2017
Simulation,X-Plane 11 - Global Scenery: Europe,"['Single-player', 'Online Multi-Player', 'Local Multi-Player', 'Downloadable Content']",Free,582573,Laminar Research,2017
Simulation,X-Plane 11 - Global Scenery: Australia,"['Single-player', 'Online Multi-Player', 'Local Multi-Player', 'Downloadable Content']",Free,582572,Laminar Research,2017
Simulation,X-Plane 11 - Global Scenery: South America,"['Single-player', 'Online Multi-Player', 'Local Multi-Player', 'Downloadable Content']",Free,582575,Laminar Research,2017
