genero,title,specs,price,id,developer,anio,playtime_forever
Adventure,Adventures of Bertram Fiddle: Episode 1: A Dreadly Business,['Single-player'],5.99,354680,Rumpus,2015,1860
Action,Crazy Steam Bros 2,"['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Leaderboards']",0.99,355080,Ars Creativa,2015,1937
Action,Sun Blast: Star Fighter,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Leaderboards']",1.99,344910,OBLONE Software,2015,26643
Adventure,Overclocked: A History of Violence,"['Single-player', 'Steam Cloud']",14.99,339850,House of Tales,2008,0
Action,Starlight Tactics™,"['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",9.99,354050,"Escape Hatch Entertainment,LLC",2015,728
Action,Into The Gloom,"['Single-player', 'Steam Trading Cards']",2.99,342350,earrgames,2015,2927
Action,Blue Estate The Game,"['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",12.99,305380,HE SAW,2015,10737
Action,Luminosity,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Stats', 'Steam Leaderboards']",4.99,346780,Windmill Games,2015,3466
Strategy,World War I,"['Single-player', 'Steam Cloud']",4.99,361380,Dark Fox,2005,450
Action,99 Waves to Die,"['Single-player', 'Partial Controller Support']",2.99,360600,SpookyFish Games,2015,0
Strategy,Total War Battles: KINGDOM,"['Single-player', 'Multi-player']",Free to Play,300080,Creative Assembly,2016,171856
Action,Defend Your Life: TD,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']",4.99,357780,Alda Games,2015,39410
Adventure,Dead Synchronicity: Tomorrow Comes Today,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",19.99,339190,Fictiorama Studios,2015,7717
Adventure,Relativity Wars - A Science Space RTS,"['Single-player', 'Commentary available']",5.99,341640,Fungameco Ltd,2015,9
Simulation,Hero Generations,"['Single-player', 'Steam Trading Cards']",5.99,295590,Heart Shaped Games LLC,2015,5281
Simulation,Domestic Dog,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",2.99,340340,Sean Davy,2014,11546
Action,The Undying Plague,"['Single-player', 'Steam Trading Cards', 'Stats']",0.99,349440,Pixel Theory Games,2015,9322
Action,Albedo: Eyes from Outer Space,"['Single-player', 'Steam Achievements', 'Full controller support']",14.99,277520,Z4G0 and Ivan Venturi Productions,2015,11486
Action,Traps N' Gemstones,"['Single-player', 'Full controller support', 'Steam Cloud']",4.99,355140,Donut Games,2015,46
Action,Halo: Spartan Strike,"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",2.99,324570,"343 Industries,Vanguard Games",2014,17794
Adventure,The Charnel House Trilogy,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Captions available', 'Steam Cloud']",5.99,288930,Owl Cave,2015,7365
Action,Westerado: Double Barreled,"['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",14.99,275200,Ostrich Banditos,2015,36862
Strategy,Telepath Tactics,"['Single-player', 'Shared/Split Screen', 'Includes level editor']",14.99,357940,Sinister Design,2015,563
Adventure,House of Caravan,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Captions available', 'Partial Controller Support']",4.99,353550,Rosebud Games,2015,2516
Action,StarFence: Heroic Edition,"['Single-player', 'Steam Achievements']",2.99,360750,Casiualogic,2015,6
Action,"Slow Down, Bull","['Single-player', 'Full controller support', 'Steam Trading Cards']",1.99,333580,Insomniac Games,2015,1829
Action,The Lost Valley,"['Single-player', 'Steam Trading Cards', 'Partial Controller Support']",4.99,360890,"AndrewDrumov, Sanke Berdochan",2015,91
Strategy,Escape,['Single-player'],Free to Play,365050,Stephane Bottin,2015,2371
Strategy,Shadow Hunter,['Single-player'],Free to Play,365270,Jeff Trier,2015,93
Action,Bloodbath Kavkaz,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Includes level editor']",6.99,348020,Dagestan Technology,2015,20955
Strategy,Highlands,"['Single-player', 'Steam Achievements']",4.99,359920,Burrito Studio,2015,865
Action,Convoy,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']",14.99,318230,Convoy Games,2015,32413
Action,Super Furball,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",3.99,364770,Dustin Gunn,2014,2949
Action,JumpJet Rex,"['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",9.99,329460,TreeFortress Games,2015,5858
Adventure,The Clans - Saga of the Twins,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",9.99,342090,Supreme Clans Entertainment,2015,40410
Simulation,Airport Simulator 2015,"['Single-player', 'Steam Achievements']",14.99,319780,LinkSolutions Ltd.,2015,329
Action,Unlimited Escape 2,['Single-player'],4.99,318560,Carlo D'Apostoli Projects,2015,0
Action,Kalimba,"['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Steam Leaderboards']",9.99,324140,Press Play,2015,209
Adventure,Parcel,"['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Includes level editor']",4.99,316080,Polar Bunny Ltd,2015,6443
Action,Ghost in the Machine,"['Single-player', 'Full controller support', 'Includes level editor']",4.99,363220,"Michael J. Moffitt,Julian J. Hammerstein",2015,0
Simulation,Kitty Powers' Matchmaker,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",9.99,285740,Magic Notion,2015,17362
Action,Deepworld,"['MMO', 'Cross-Platform Multiplayer']",Free to Play,340810,Bytebin,2015,37824
Action,Will Fight for Food: Super Actual Sellout: Game of the Hour,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Captions available', 'Steam Cloud']",5.99,307210,Pyrodactyl,2015,4728
Action,Environmental Station Alpha,"['Single-player', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",7.99,350070,"Arvi Teikari,Roope Mäkinen",2015,3661
Action,Quarries of Scred,"['Single-player', 'Steam Achievements']",5.99,346770,Hammerspace Games,2015,987
Adventure,Blue Rose,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']",15.99,362660,White Cat,2013,24768
Simulation,Crest - an indirect god sim,"['Single-player', 'Steam Trading Cards', 'Steam Cloud']",10.99,341710,Eat Create Sleep,2015,1337
Adventure,Mind Snares: Alice's Journey,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",9.99,363330,World-Loom,2015,12765
Action,Crypt of the NecroDancer,"['Single-player', 'Local Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Workshop', 'Steam Cloud', 'Steam Leaderboards', 'Includes level editor']",14.99,247080,Brace Yourself Games,2015,776554
Action,Crypt of the NecroDancer Extended Soundtrack,['Downloadable Content'],4.99,366080,Brace Yourself Games,2015,0
Action,Fair Strike,"['Single-player', 'Steam Trading Cards', 'Partial Controller Support']",3.99,352120,G5 Software,2004,1748
Action,The Indie Mixtape,"['Single-player', 'Multi-player', 'Shared/Split Screen', 'Partial Controller Support']",9.99,352640,"Daniel Linssen,Detective,Ditto,Glitchnap,Shark Jump Studios",2015,1419
Action,The Way of the Pixelated Fist,"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud']",0.99,365340,Blaze Epic,2015,0
Action,The Curse of Nordic Cove,"['Single-player', 'Partial Controller Support']",0.99,358000,On The Level Game Studios,2015,0
Action,Hypt,['Single-player'],4.99,360520,EmpI Studios,2015,52
Action,The Lost Battalion: All Out Warfare,"['Single-player', 'Steam Trading Cards']",0.99,364890,Jake Olson,2015,2921
Simulation,Dungeons 2,"['Single-player', 'Multi-player', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",19.99,262280,Realmforge Studios,2015,105802
Action,Breakout Invaders,['Single-player'],3.99,366700,DreamsSoftGames,2015,607
Adventure,DRAGON: A Game About a Dragon,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']",4.99,351150,Games With Dragons In,2015,6702
Action,Ys VI: The Ark of Napishtim,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",19.99,312540,Nihon Falcom,2015,16228
Simulation,Carp Fishing Simulator,"['Single-player', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",12.99,366290,Dangerous Derk Interactive,2015,518
Strategy,Lilly and Sasha: Curse of the Immortals,"['Single-player', 'Steam Trading Cards']",4.99,364270,John Wizard,2015,31337
Action,The Grave Digger,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",5.99,345340,Home Groan Games,2013,774
Action,Helena The 3rd,"['Single-player', 'Multi-player', 'Shared/Split Screen', 'Partial Controller Support']",0.99,367060,Only Human Studios,2015,0
Action,Gremlin Invasion: Survivor,"['Single-player', 'Co-op']",4.99,349980,"CS Squared Games,Among Giants",2015,0
Action,Robot Roller-Derby Disco Dodgeball Soundtrack,"['Single-player', 'Multi-player', 'Cross-Platform Multiplayer', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Stats', 'Steam Leaderboards']",4.99,367090,Erik Asmussen,2015,1
Action,Blake Stone: Planet Strike,"['Single-player', 'Partial Controller Support']",4.99,358310,JAM Productions,1994,84
Action,Blake Stone: Aliens of Gold,"['Single-player', 'Partial Controller Support']",4.99,358190,JAM Productions,1993,257
Action,TERA,"['Multi-player', 'MMO', 'Co-op', 'Steam Trading Cards', 'Partial Controller Support']",Free to Play,323370,"Bluehole, Inc.",2015,9714826
Action,UfoPilot : Astro-Creeps Elite,"['Single-player', 'Partial Controller Support', 'Steam Leaderboards']",4.99,367660,nornware AB,2015,0
Action,Apollo4x,"['Single-player', 'Steam Trading Cards', 'Captions available', 'Partial Controller Support', 'Steam Cloud', 'Stats', 'Includes level editor', 'Commentary available']",1.99,365420,Digital Entertainment,2015,8007
Action,Virus Jigglin' Fever,"['Single-player', 'Full controller support']",1.99,363200,devFluid,2014,0
Adventure,Karmaflow: The Rock Opera Videogame - Act I &amp; Act II,"['Single-player', 'Steam Achievements', 'Full controller support', 'Captions available']",4.99,317940,Basecamp Games,2015,489
Adventure,The Music Machine,"['Single-player', 'Steam Trading Cards', 'Captions available']",4.99,359040,David Szymanski,2015,7409
Simulation,This Starry Midnight We Make,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",9.99,320090,CAVYHOUSE,2015,1686
Adventure,Invisible Apartment Zero,['Single-player'],5.99,369120,"Jeroen van Oosten,Milan Kazarka",2015,0
Action,Star Trek™: Judgment Rites,['Single-player'],9.99,364800,Interplay Entertainment Corp.,2015,410
Action,Star Trek™: Starfleet Academy,"['Single-player', 'Multi-player', 'Co-op']",9.99,364810,Interplay Entertainment Corp.,2015,1019
Simulation,18 Wheels of Steel: Extreme Trucker 2,['Single-player'],9.99,362780,ValuSoft,2011,121
Simulation,Terraform,"['Single-player', 'Steam Achievements', 'Steam Workshop', 'Steam Cloud', 'Includes level editor']",2.99,347790,Holgersson Entertainment,2015,18
Adventure,Tiny Bridge: Ratventure,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",4.99,360380,Estelion,2015,26971
Action,Inside My Radio,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",14.99,357720,Seaven Studio,2015,6329
Action,Action Henk,"['Single-player', 'Multi-player', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Stats', 'Steam Leaderboards', 'Steam Turn Notifications', 'Includes level editor']",14.99,285820,RageSquid,2015,17380
Simulation,Prison Tycoon Alcatraz,['Single-player'],9.99,354820,ValuSoft,2015,141
Action,Windward,"['Single-player', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",9.99,326410,Tasharen Entertainment Inc.,2015,240268
Action,Pavel Quest,"['Single-player', 'Partial Controller Support']",2.99,366460,"ElevenSeventy, LLC",2015,1
Adventure,Clicker Heroes,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases', 'Steam Cloud', 'Stats']",Free to Play,363970,Playsaurus,2015,32987919
Adventure,Treeker: The Lost Glasses,"['Single-player', 'Steam Trading Cards', 'Partial Controller Support']",3.99,369640,"Blubox Soft,Fernando Paulo",2015,7500
Strategy,Galactic Civilizations III,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Online Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Stats']",29.99,226860,Stardock Entertainment,2015,432933
Adventure,Discouraged Workers,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud']",14.99,371120,YGGDRASIL STUDIO,2015,10946
Simulation,Trainz: A New Era,"['Single-player', 'Multi-player', 'Co-op']",39.99,315660,N3V Games,2015,3221
Adventure,Green Moon,"['Single-player', 'Steam Trading Cards']",6.99,359260,Absolutist Ltd.,2015,2045
Action,Luna's Wandering Stars,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Includes level editor']",9.99,330660,Serenity Forge,2015,7310
Action,Downpour,"['Single-player', 'Steam Trading Cards']",0.99,371400,Modesto A. Rabena,2015,1491
Adventure,Alum,"['Single-player', 'Steam Achievements']",4.99,338420,Crashable Studios,2015,795
Simulation,Age of Castles: Warlords,"['Single-player', 'Steam Trading Cards']",1.99,371710,Anarchy Enterprises,2015,604
Action,Europe at War,"['Single-player', 'Multi-player', 'Co-op', 'Steam Cloud']",0,342370,"Relic Entertainment,Europe at War Development Team",2011,136770
Adventure,Dustbowl,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']",8.99,367110,The Pompous Pixel,2015,749
Action,H-Hour: World's Elite,"['Multi-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Partial Controller Support', 'Stats', 'Steam Leaderboards']",9.99,293220,SOF Studios Ltd,2015,995
Action,NEON STRUCT,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",17.99,310740,Minor Key Games,2015,5570
Action,Gran Vitreous,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",4.99,346340,Heliocentric Studios,2015,1272
Action,Spaceman Sparkles 2,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']",2.99,365860,tjern,2015,1112
Adventure,Always The Same Blue Sky...,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",2.99,363410,NeoNight,2015,33132
Action,Porcunipine,"['Single-player', 'Multi-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']",9.99,352620,Big Green Pillow,2015,4866
Action,Space Robot Samurai Zombie Slayer,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Leaderboards']",1.99,364100,Brandon Brizzi,2015,30
Action,Courier of the Crypts,"['Single-player', 'Steam Achievements', 'Full controller support']",11.99,362940,Emberheart Games,2015,181
Action,Teddy Terror,['Single-player'],4.99,366060,Rage Monster Games,2015,254
Action,Blockstorm,"['Multi-player', 'Cross-Platform Multiplayer', 'Steam Trading Cards', 'Steam Workshop', 'Partial Controller Support', 'Includes level editor']",4.99,263060,GhostShark,2015,281928
Action,OBEY,"['Multi-player', 'Cross-Platform Multiplayer', 'Steam Trading Cards', 'Steam Workshop', 'Partial Controller Support', 'Includes level editor']",14.99,346970,Dez,2015,2198
Action,Strife®,"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Stats']",Free to Play,339280,S2 Games,2015,470836
Action,The Incredible Adventures of Van Helsing III,"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",14.99,359900,NeocoreGames,2015,18413
Adventure,Wyrmsun,"['Single-player', 'Steam Achievements', 'Steam Workshop', 'Includes level editor']",Free to Play,370070,Andrettin,2015,1724
Adventure,60 Seconds!,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",9.99,368360,Robot Gentleman,2015,67571
Racing,CHARIOT WARS,"['Single-player', 'Multi-player', 'Steam Achievements', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",6.99,365460,OM ENTERTAINMENT,2015,0
